"Date","Ring","lai_variable"
"2014-11-26",2,1.4816
"2014-11-26",3,1.3307
"2014-11-26",4,1.3826
"2014-11-26",5,1.8282
"2014-11-26",6,1.1659
"2014-11-27",1,1.3951
"2014-11-27",2,1.4614
"2014-11-27",3,1.3278
"2014-11-27",4,1.3655
"2014-11-27",5,1.8228
"2014-11-27",6,1.1885
"2014-12-04",1,1.4295
"2014-12-04",2,1.5465
"2014-12-04",3,1.3965
"2014-12-04",4,1.5814
"2014-12-04",5,1.81
"2014-12-04",6,1.2732
"2014-12-11",1,1.5184
"2014-12-11",2,1.6412
"2014-12-11",3,1.4698
"2014-12-11",4,1.7063
"2014-12-11",5,1.8077
"2014-12-11",6,1.4489
"2014-12-17",1,1.514
"2014-12-17",2,1.5649
"2014-12-17",3,1.3978
"2014-12-17",4,1.5218
"2014-12-17",5,1.7759
"2014-12-17",6,1.4322
"2014-12-23",1,1.4039
"2014-12-23",2,1.5837
"2014-12-23",3,1.3894
"2014-12-23",4,1.5133
"2014-12-23",5,1.8187
"2014-12-23",6,1.5616
"2014-12-24",1,1.4612
"2014-12-24",2,1.5765
"2014-12-24",3,1.4313
"2014-12-24",4,1.6218
"2014-12-24",5,1.7573
"2014-12-24",6,1.595
"2014-12-27",1,1.5022
"2014-12-27",2,1.6195
"2014-12-27",3,1.4528
"2014-12-27",4,1.6348
"2014-12-27",5,1.7705
"2014-12-27",6,1.6529
"2014-12-28",1,1.5363
"2014-12-28",2,1.6269
"2014-12-28",3,1.4727
"2014-12-28",4,1.6698
"2014-12-28",5,1.8529
"2014-12-28",6,1.7443
"2015-01-05",1,1.4386
"2015-01-05",2,1.6016
"2015-01-05",3,1.3804
"2015-01-05",4,1.4367
"2015-01-05",5,1.8316
"2015-01-05",6,1.7138
"2015-01-10",1,1.5062
"2015-01-10",2,1.7134
"2015-01-10",3,1.4598
"2015-01-10",4,1.6262
"2015-01-10",5,1.8712
"2015-01-10",6,1.7979
"2015-01-11",1,1.4996
"2015-01-11",2,1.6982
"2015-01-11",3,1.5019
"2015-01-11",4,1.5381
"2015-01-11",5,2.2536
"2015-01-11",6,1.8711
"2015-01-12",1,1.5734
"2015-01-12",2,1.6976
"2015-01-12",3,1.4902
"2015-01-12",4,1.5821
"2015-01-12",5,2.1244
"2015-01-12",6,1.9365
"2015-01-13",1,1.6313
"2015-01-13",2,1.7412
"2015-01-13",3,1.546
"2015-01-13",4,1.5841
"2015-01-13",5,1.9104
"2015-01-13",6,2.0651
"2015-01-19",1,1.5103
"2015-01-19",2,1.6237
"2015-01-19",3,1.5061
"2015-01-19",4,1.4233
"2015-01-19",5,1.9227
"2015-01-19",6,1.8707
"2015-01-27",1,1.6271
"2015-01-27",2,1.7059
"2015-01-27",3,1.6108
"2015-01-27",4,1.5707
"2015-01-27",5,1.9286
"2015-01-27",6,2.0013
"2015-01-28",1,1.6967
"2015-01-28",2,1.775
"2015-01-28",3,1.6362
"2015-01-28",4,1.6029
"2015-01-28",5,1.9163
"2015-01-28",6,1.9982
"2015-02-05",1,1.7516
"2015-02-05",2,1.7421
"2015-02-05",3,1.6484
"2015-02-05",4,1.5854
"2015-02-05",5,1.9371
"2015-02-05",6,2.0493
"2015-02-06",1,1.7634
"2015-02-06",2,1.766
"2015-02-06",3,1.6862
"2015-02-06",4,1.5548
"2015-02-06",5,1.9141
"2015-02-06",6,2.0456
"2015-02-07",1,1.741
"2015-02-07",2,1.7231
"2015-02-07",3,1.6511
"2015-02-07",4,1.5732
"2015-02-07",5,1.8804
"2015-02-07",6,2.0341
"2015-02-09",1,1.6635
"2015-02-09",2,1.7068
"2015-02-09",3,1.6171
"2015-02-09",4,1.5528
"2015-02-09",5,1.8886
"2015-02-09",6,2.0287
"2015-02-21",1,1.7787
"2015-02-21",2,1.7607
"2015-02-21",3,1.7056
"2015-02-21",4,1.5897
"2015-02-21",5,2.0125
"2015-02-21",6,2.0845
"2015-02-23",1,1.8977
"2015-02-23",2,1.7051
"2015-02-23",3,1.6586
"2015-02-23",4,1.636
"2015-02-23",5,2.0143
"2015-02-23",6,2.1656
"2015-02-25",1,1.8579
"2015-02-25",2,1.7203
"2015-02-25",3,1.6857
"2015-02-25",4,1.6325
"2015-02-25",5,2.0336
"2015-02-25",6,2.0738
"2015-03-13",1,1.5334
"2015-03-13",2,1.5751
"2015-03-13",3,1.5685
"2015-03-13",4,1.41
"2015-03-13",5,1.8263
"2015-03-13",6,1.9341
"2015-03-15",1,1.6047
"2015-03-15",2,1.6387
"2015-03-15",3,1.6531
"2015-03-15",4,1.4925
"2015-03-15",5,1.9078
"2015-03-15",6,2.0438
"2015-03-17",1,1.5314
"2015-03-17",2,1.6024
"2015-03-17",3,1.5766
"2015-03-17",4,1.4137
"2015-03-17",5,1.8363
"2015-03-17",6,1.9509
"2015-03-21",1,1.4904
"2015-03-21",2,1.5331
"2015-03-21",3,1.5187
"2015-03-21",4,1.375
"2015-03-21",5,1.8092
"2015-03-21",6,1.957
"2015-03-22",1,1.518
"2015-03-22",2,1.5499
"2015-03-22",3,1.5748
"2015-03-22",4,1.3934
"2015-03-22",5,1.8196
"2015-03-22",6,2.0081
"2015-03-30",1,1.5259
"2015-03-30",2,1.5978
"2015-03-30",3,1.6383
"2015-03-30",4,1.4468
"2015-03-30",5,1.923
"2015-03-30",6,2.0761
"2015-03-31",1,1.6342
"2015-03-31",2,1.5782
"2015-03-31",3,1.6784
"2015-03-31",4,1.4898
"2015-03-31",5,1.9628
"2015-03-31",6,2.0096
"2015-04-17",1,1.6509
"2015-04-17",2,1.5994
"2015-04-17",3,1.6204
"2015-04-17",4,1.489
"2015-04-17",5,1.7497
"2015-04-17",6,2.0566
"2015-04-26",1,1.6464
"2015-04-26",2,1.5965
"2015-04-26",3,1.6631
"2015-04-26",4,1.5433
"2015-04-26",5,1.7114
"2015-04-26",6,2.1138
"2015-04-30",1,1.6466
"2015-04-30",2,1.5702
"2015-04-30",3,1.6399
"2015-04-30",4,1.5247
"2015-04-30",5,1.7734
"2015-04-30",6,2.0925
"2015-05-01",1,1.6445
"2015-05-01",2,1.5778
"2015-05-01",3,1.6393
"2015-05-01",4,1.5399
"2015-05-01",5,1.772
"2015-05-01",6,2.116
"2015-05-02",1,1.6954
"2015-05-02",2,1.5741
"2015-05-02",3,1.6759
"2015-05-02",4,1.5594
"2015-05-02",5,1.8174
"2015-05-02",6,2.1229
"2015-05-03",1,1.646
"2015-05-03",2,1.5549
"2015-05-03",3,1.6393
"2015-05-03",4,1.5182
"2015-05-03",5,1.7614
"2015-05-03",6,2.0392
"2015-05-18",1,1.6204
"2015-05-18",2,1.578
"2015-05-18",3,1.6652
"2015-05-18",4,1.5066
"2015-05-18",5,1.8326
"2015-05-18",6,2.115
"2015-05-19",1,1.564
"2015-05-19",2,1.5197
"2015-05-19",3,1.6087
"2015-05-19",4,1.4775
"2015-05-19",5,1.753
"2015-05-19",6,2.0541
"2015-06-10",1,1.5504
"2015-06-10",2,1.5484
"2015-06-10",3,1.6193
"2015-06-10",4,1.5025
"2015-06-10",5,1.7615
"2015-06-10",6,2.0384
"2015-06-11",1,1.5883
"2015-06-11",2,1.5733
"2015-06-11",3,1.6158
"2015-06-11",4,1.5106
"2015-06-11",5,1.7916
"2015-06-11",6,2.0617
"2015-06-12",1,1.6323
"2015-06-12",2,1.5927
"2015-06-12",3,1.6517
"2015-06-12",4,1.5559
"2015-06-12",5,1.8749
"2015-06-12",6,2.1274
"2015-06-30",1,1.5488
"2015-06-30",2,1.6034
"2015-06-30",3,1.5884
"2015-06-30",4,1.5172
"2015-06-30",5,1.7526
"2015-06-30",6,2.0739
"2015-07-10",1,1.5621
"2015-07-10",2,1.6416
"2015-07-10",3,1.6017
"2015-07-10",4,1.4949
"2015-07-10",5,1.769
"2015-07-10",6,2.0962
"2015-07-16",1,1.5954
"2015-07-16",2,1.6806
"2015-07-16",3,1.6825
"2015-07-16",4,1.5305
"2015-07-16",5,1.8213
"2015-07-16",6,2.0951
"2015-07-17",1,1.5567
"2015-07-17",2,1.6116
"2015-07-17",3,1.6112
"2015-07-17",4,1.4877
"2015-07-17",5,1.8087
"2015-07-17",6,2.0524
"2015-07-21",1,1.5533
"2015-07-21",2,1.607
"2015-07-21",3,1.6221
"2015-07-21",4,1.511
"2015-07-21",5,1.8162
"2015-07-21",6,2.1042
"2015-07-22",1,1.4942
"2015-07-22",2,1.5622
"2015-07-22",3,1.5889
"2015-07-22",4,1.4447
"2015-07-22",5,1.7356
"2015-07-22",6,2.0092
"2015-08-23",1,1.3323
"2015-08-23",2,1.454
"2015-08-23",3,1.4427
"2015-08-23",4,1.2933
"2015-08-23",5,1.6372
"2015-08-23",6,1.9557
"2015-08-25",1,1.4172
"2015-08-25",2,1.5239
"2015-08-25",3,1.5474
"2015-08-25",4,1.366
"2015-08-25",5,1.6839
"2015-08-25",6,1.9895
"2015-08-27",1,1.4006
"2015-08-27",2,1.4575
"2015-08-27",3,1.4902
"2015-08-27",4,1.3558
"2015-08-27",5,1.7014
"2015-08-27",6,1.9916
"2015-09-03",1,1.3752
"2015-09-03",2,1.4108
"2015-09-03",3,1.4532
"2015-09-03",4,1.3251
"2015-09-03",5,1.6687
"2015-09-03",6,1.927
"2015-09-04",1,1.3785
"2015-09-04",2,1.5092
"2015-09-04",3,1.4751
"2015-09-04",4,1.324
"2015-09-04",5,1.7198
"2015-09-04",6,2.0233
"2015-09-10",1,1.3758
"2015-09-10",2,1.4756
"2015-09-10",3,1.4923
"2015-09-10",4,1.3885
"2015-09-10",5,1.7296
"2015-09-10",6,2.0124
"2015-10-07",1,1.0544
"2015-10-07",2,1.2779
"2015-10-07",3,1.2769
"2015-10-07",4,1.1101
"2015-10-07",5,1.4247
"2015-10-07",6,1.4844
"2015-10-08",1,1.0441
"2015-10-08",2,1.2539
"2015-10-08",3,1.252
"2015-10-08",4,1.119
"2015-10-08",5,1.4268
"2015-10-08",6,1.4702
"2015-10-18",1,1.0203
"2015-10-18",2,1.2367
"2015-10-18",3,1.4336
"2015-10-18",4,1.0532
"2015-10-18",5,1.4242
"2015-10-18",6,1.3699
"2015-10-21",1,1.0223
"2015-10-21",2,1.249
"2015-10-21",3,1.4125
"2015-10-21",4,1.115
"2015-10-21",5,1.4737
"2015-10-21",6,1.4091
"2015-10-23",1,0.9862
"2015-10-23",2,1.2676
"2015-10-23",3,1.1486
"2015-10-23",4,1.0547
"2015-10-23",5,1.4572
"2015-10-23",6,1.4647
"2015-10-27",1,1.0273
"2015-10-27",2,1.2987
"2015-10-27",3,1.1642
"2015-10-27",4,1.1063
"2015-10-27",5,1.474
"2015-10-27",6,1.4339
"2015-10-31",1,1.0651
"2015-10-31",2,1.3175
"2015-10-31",3,1.1584
"2015-10-31",4,1.1756
"2015-10-31",5,1.5576
"2015-10-31",6,1.4359
"2015-11-03",1,1.136
"2015-11-03",2,1.4369
"2015-11-03",3,1.2435
"2015-11-03",4,1.2646
"2015-11-03",5,1.7684
"2015-11-03",6,1.5138
"2015-11-04",1,1.1719
"2015-11-04",2,1.4683
"2015-11-04",3,1.2614
"2015-11-04",4,1.3024
"2015-11-04",5,1.7379
"2015-11-04",6,1.5465
"2015-11-05",1,1.1998
"2015-11-05",2,1.4779
"2015-11-05",3,1.2591
"2015-11-05",4,1.3385
"2015-11-05",5,1.8745
"2015-11-05",6,1.554
"2015-11-08",1,1.243
"2015-11-08",2,1.4964
"2015-11-08",3,1.2633
"2015-11-08",4,1.3992
"2015-11-08",5,1.6925
"2015-11-08",6,1.6213
"2015-11-11",1,1.2742
"2015-11-11",2,1.5534
"2015-11-11",3,1.2951
"2015-11-11",4,1.4466
"2015-11-11",5,1.7733
"2015-11-11",6,1.6381
"2015-11-14",1,1.3311
"2015-11-14",2,1.5962
"2015-11-14",3,1.3335
"2015-11-14",4,1.657
"2015-11-14",5,1.9597
"2015-11-14",6,1.6893
"2015-11-15",1,1.3824
"2015-11-15",2,1.6175
"2015-11-15",3,1.377
"2015-11-15",4,1.5787
"2015-11-15",5,1.9182
"2015-11-15",6,1.7251
"2015-11-21",1,1.3243
"2015-11-21",2,1.595
"2015-11-21",3,1.3154
"2015-11-21",4,1.5369
"2015-11-21",5,1.9103
"2015-11-21",6,1.7139
"2015-11-22",1,1.3552
"2015-11-22",2,1.6292
"2015-11-22",3,1.3356
"2015-11-22",4,1.5363
"2015-11-22",5,1.9685
"2015-11-22",6,1.776
"2015-11-28",1,1.378
"2015-11-28",2,1.6513
"2015-11-28",3,1.381
"2015-11-28",4,1.67
"2015-11-28",5,2.1776
"2015-11-28",6,1.705
"2015-11-29",1,1.4034
"2015-11-29",2,1.6475
"2015-11-29",3,1.3724
"2015-11-29",4,1.6953
"2015-11-29",5,2.1638
"2015-11-29",6,1.7611
"2015-12-03",1,1.4765
"2015-12-03",2,1.7386
"2015-12-03",3,1.477
"2015-12-03",4,1.7135
"2015-12-03",5,2.2215
"2015-12-03",6,1.8239
"2015-12-08",1,1.4893
"2015-12-08",2,1.7081
"2015-12-08",3,1.4602
"2015-12-08",4,1.6449
"2015-12-08",5,2.2237
"2015-12-08",6,1.8219
"2015-12-16",1,1.5454
"2015-12-16",2,1.7398
"2015-12-16",3,1.5945
"2015-12-16",4,1.687
"2015-12-16",5,2.3832
"2015-12-16",6,1.9421
"2015-12-21",1,1.5039
"2015-12-21",2,1.6949
"2015-12-21",3,1.5899
"2015-12-21",4,1.6526
"2015-12-21",5,2.3411
"2015-12-21",6,1.8814
"2015-12-23",1,1.6401
"2015-12-23",2,1.7929
"2015-12-23",3,1.6454
"2015-12-23",4,1.7414
"2015-12-23",5,2.3632
"2015-12-23",6,2.025
"2015-12-27",1,1.7058
"2015-12-27",2,1.8014
"2015-12-27",3,1.6934
"2015-12-27",4,1.9893
"2015-12-27",5,2.1371
"2015-12-27",6,2.0733
"2015-12-28",1,1.7424
"2015-12-28",2,1.8244
"2015-12-28",3,1.675
"2015-12-28",4,2.0394
"2015-12-28",5,2.248
"2015-12-28",6,2.1115
"2016-01-03",1,1.6569
"2016-01-03",2,1.8427
"2016-01-03",3,1.7962
"2016-01-03",4,1.7838
"2016-01-03",5,2.3101
"2016-01-03",6,2.095
"2016-01-04",1,1.6897
"2016-01-04",2,1.8565
"2016-01-04",3,1.8357
"2016-01-04",4,1.8154
"2016-01-04",5,2.6182
"2016-01-04",6,2.1041
"2016-01-06",1,1.7945
"2016-01-06",2,1.8996
"2016-01-06",3,1.9002
"2016-01-06",4,1.8685
"2016-01-06",5,2.743
"2016-01-06",6,2.1811
"2016-01-09",1,1.833
"2016-01-09",2,1.8706
"2016-01-09",3,1.8683
"2016-01-09",4,1.9964
"2016-01-09",5,2.381
"2016-01-09",6,2.156
"2016-01-12",1,1.8188
"2016-01-12",2,1.8562
"2016-01-12",3,1.7563
"2016-01-12",4,1.8479
"2016-01-12",5,2.3449
"2016-01-12",6,2.1065
"2016-01-15",1,1.7336
"2016-01-15",2,1.8099
"2016-01-15",3,1.8597
"2016-01-15",4,1.7959
"2016-01-15",5,2.6691
"2016-01-15",6,2.0789
"2016-01-16",1,1.9004
"2016-01-16",2,1.8844
"2016-01-16",3,1.9591
"2016-01-16",4,1.9243
"2016-01-16",5,2.4623
"2016-01-16",6,2.2376
"2016-01-22",1,1.8746
"2016-01-22",2,1.8975
"2016-01-22",3,1.9594
"2016-01-22",4,1.9619
"2016-01-22",5,2.2927
"2016-01-22",6,2.222
"2016-01-24",1,1.877
"2016-01-24",2,1.8762
"2016-01-24",3,1.9733
"2016-01-24",4,2.173
"2016-01-24",5,2.2401
"2016-01-24",6,2.1628
"2016-01-25",1,1.8568
"2016-01-25",2,1.8629
"2016-01-25",3,1.9524
"2016-01-25",4,2.0649
"2016-01-25",5,2.2257
"2016-01-25",6,2.1811
"2016-01-27",1,1.8676
"2016-01-27",2,1.8867
"2016-01-27",3,1.9931
"2016-01-27",4,1.9396
"2016-01-27",5,2.243
"2016-01-27",6,2.1828
"2016-02-01",1,1.8025
"2016-02-01",2,1.8511
"2016-02-01",3,1.9863
"2016-02-01",4,1.6602
"2016-02-01",5,2.2219
"2016-02-01",6,2.1479
"2016-02-04",1,1.7832
"2016-02-04",2,1.8361
"2016-02-04",3,1.9501
"2016-02-04",4,1.7759
"2016-02-04",5,2.2109
"2016-02-04",6,2.1539
"2016-02-05",1,1.7579
"2016-02-05",2,1.8066
"2016-02-05",3,1.8969
"2016-02-05",4,1.6674
"2016-02-05",5,2.2113
"2016-02-05",6,2.1413
"2016-02-06",1,1.7597
"2016-02-06",2,1.8125
"2016-02-06",3,1.9508
"2016-02-06",4,1.6186
"2016-02-06",5,2.209
"2016-02-06",6,2.1319
"2016-02-26",1,1.604
"2016-02-26",2,1.7153
"2016-02-26",3,1.7796
"2016-02-26",4,1.5858
"2016-02-26",5,2.2882
"2016-02-26",6,2.099
"2016-03-15",1,1.6309
"2016-03-15",2,1.7652
"2016-03-15",3,1.8519
"2016-03-15",4,1.8554
"2016-03-15",5,2.2899
"2016-03-15",6,2.0683
"2016-03-25",1,1.6193
"2016-03-25",2,2.2589
"2016-03-25",3,1.8217
"2016-03-25",4,1.9521
"2016-03-25",5,2.2702
"2016-03-25",6,1.9861
"2016-03-28",1,1.5719
"2016-03-28",2,2.2561
"2016-03-28",3,1.8035
"2016-03-28",4,1.6408
"2016-03-28",5,2.2633
"2016-03-28",6,1.9393
"2016-03-29",1,1.6139
"2016-03-29",2,2.219
"2016-03-29",3,1.7933
"2016-03-29",4,1.5541
"2016-03-29",5,2.2316
"2016-03-29",6,1.9671
"2016-04-04",1,1.6621
"2016-04-04",2,2.2878
"2016-04-04",3,1.8747
"2016-04-04",4,1.8083
"2016-04-04",5,2.2575
"2016-04-04",6,2.0406
"2016-04-08",1,1.6377
"2016-04-08",2,2.2538
"2016-04-08",3,1.7957
"2016-04-08",4,1.9242
"2016-04-08",5,2.1696
"2016-04-08",6,1.9611
"2016-04-12",1,1.6598
"2016-04-12",2,2.3302
"2016-04-12",3,1.7967
"2016-04-12",4,1.7137
"2016-04-12",5,2.3377
"2016-04-12",6,1.9952
"2016-04-14",1,1.6743
"2016-04-14",2,2.2461
"2016-04-14",3,1.861
"2016-04-14",4,1.6456
"2016-04-14",5,2.2717
"2016-04-14",6,2.0404
"2016-04-23",1,1.5985
"2016-04-23",2,2.2012
"2016-04-23",3,1.8093
"2016-04-23",4,1.8963
"2016-04-23",5,2.1513
"2016-04-23",6,2.0464
"2016-05-08",1,1.6165
"2016-05-08",2,2.199
"2016-05-08",3,1.769
"2016-05-08",4,1.9458
"2016-05-08",5,2.0685
"2016-05-08",6,2.0246
"2016-05-15",1,1.654
"2016-05-15",2,2.1778
"2016-05-15",3,1.8518
"2016-05-15",4,1.78
"2016-05-15",5,2.2443
"2016-05-15",6,2.0704
"2016-06-01",1,1.6344
"2016-06-01",2,2.232
"2016-06-01",3,1.8182
"2016-06-01",4,1.5882
"2016-06-01",5,2.2158
"2016-06-01",6,2.0437
"2016-06-03",1,1.591
"2016-06-03",2,2.1853
"2016-06-03",3,1.7869
"2016-06-03",4,1.547
"2016-06-03",5,2.1706
"2016-06-03",6,2.0167
"2016-07-08",1,1.6508
"2016-07-08",2,2.1293
"2016-07-08",3,1.7936
"2016-07-08",4,1.5695
"2016-07-08",5,1.9295
"2016-07-08",6,2.0142
"2016-07-16",1,1.7052
"2016-07-16",2,2.2249
"2016-07-16",3,1.8568
"2016-07-16",4,1.6546
"2016-07-16",5,1.9351
"2016-07-16",6,2.0931
"2016-07-17",1,1.6845
"2016-07-17",2,2.1909
"2016-07-17",3,1.8126
"2016-07-17",4,1.6232
"2016-07-17",5,1.9732
"2016-07-17",6,2.0614
"2016-07-21",1,1.6774
"2016-07-21",2,2.151
"2016-07-21",3,1.7687
"2016-07-21",4,1.5943
"2016-07-21",5,1.9846
"2016-07-21",6,2.0553
"2016-07-24",1,1.6853
"2016-07-24",2,2.1613
"2016-07-24",3,1.7893
"2016-07-24",4,1.6275
"2016-07-24",5,1.9235
"2016-07-24",6,2.035
"2016-08-01",1,1.6399
"2016-08-01",2,2.0572
"2016-08-01",3,1.7338
"2016-08-01",4,1.4829
"2016-08-01",5,1.7994
"2016-08-01",6,2.029
"2016-08-02",1,1.6875
"2016-08-02",2,2.0698
"2016-08-02",3,1.7695
"2016-08-02",4,1.5171
"2016-08-02",5,1.9291
"2016-08-02",6,2.0906
"2016-08-03",1,1.63
"2016-08-03",2,2.0168
"2016-08-03",3,1.7125
"2016-08-03",4,1.4713
"2016-08-03",5,1.7585
"2016-08-03",6,1.9938
"2016-08-05",1,1.6334
"2016-08-05",2,2.0181
"2016-08-05",3,1.7321
"2016-08-05",4,1.5153
"2016-08-05",5,1.8431
"2016-08-05",6,2.0118
"2016-08-06",1,1.6475
"2016-08-06",2,2.0456
"2016-08-06",3,1.7959
"2016-08-06",4,1.5667
"2016-08-06",5,1.9048
"2016-08-06",6,2.0023
"2016-08-22",1,1.5457
"2016-08-22",2,2.0242
"2016-08-22",3,1.6438
"2016-08-22",4,1.3456
"2016-08-22",5,1.8372
"2016-08-22",6,1.9282
"2016-08-29",1,1.6007
"2016-08-29",2,2.019
"2016-08-29",3,1.6798
"2016-08-29",4,1.461
"2016-08-29",5,1.8515
"2016-08-29",6,1.952
"2016-08-31",1,1.6082
"2016-08-31",2,2.097
"2016-08-31",3,1.733
"2016-08-31",4,1.5033
"2016-08-31",5,1.8117
"2016-08-31",6,2.0131
"2016-09-03",1,1.646
"2016-09-03",2,2.062
"2016-09-03",3,1.7153
"2016-09-03",4,1.4424
"2016-09-03",5,1.8277
"2016-09-03",6,2.0398
"2016-09-08",1,1.571
"2016-09-08",2,2.0203
"2016-09-08",3,1.6738
"2016-09-08",4,1.4102
"2016-09-08",5,1.8164
"2016-09-08",6,1.9573
"2016-09-13",1,1.5476
"2016-09-13",2,2.0055
"2016-09-13",3,1.6253
"2016-09-13",4,1.3763
"2016-09-13",5,1.8035
"2016-09-13",6,1.9099
"2016-09-18",1,1.5565
"2016-09-18",2,1.9809
"2016-09-18",3,1.6132
"2016-09-18",4,1.3442
"2016-09-18",5,1.7397
"2016-09-18",6,1.8609
"2016-09-20",1,1.5047
"2016-09-20",2,1.9965
"2016-09-20",3,1.6371
"2016-09-20",4,1.4431
"2016-09-20",5,1.768
"2016-09-20",6,1.8626
"2016-09-21",1,1.5575
"2016-09-21",2,1.9735
"2016-09-21",3,1.6263
"2016-09-21",4,1.4452
"2016-09-21",5,1.741
"2016-09-21",6,1.8783
"2016-09-22",1,1.5243
"2016-09-22",2,1.9872
"2016-09-22",3,1.6501
"2016-09-22",4,1.414
"2016-09-22",5,1.7748
"2016-09-22",6,1.9014
"2016-10-01",1,1.5458
"2016-10-01",2,2.0355
"2016-10-01",3,1.6844
"2016-10-01",4,1.3856
"2016-10-01",5,1.7671
"2016-10-01",6,1.8643
"2016-10-08",1,1.3095
"2016-10-08",2,1.9018
"2016-10-08",3,1.4318
"2016-10-08",4,1.1745
"2016-10-08",5,1.7397
"2016-10-08",6,1.723
"2016-10-09",1,1.2879
"2016-10-09",2,1.9057
"2016-10-09",3,1.4108
"2016-10-09",4,1.1788
"2016-10-09",5,1.6794
"2016-10-09",6,1.6686
"2016-10-17",1,1.2306
"2016-10-17",2,1.8807
"2016-10-17",3,1.4079
"2016-10-17",4,1.125
"2016-10-17",5,1.6232
"2016-10-17",6,1.6817
"2016-10-28",1,1.2551
"2016-10-28",2,1.824
"2016-10-28",3,1.3666
"2016-10-28",4,1.1182
"2016-10-28",5,1.5593
"2016-10-28",6,1.6589
"2016-10-29",1,1.2704
"2016-10-29",2,1.8699
"2016-10-29",3,1.4172
"2016-10-29",4,1.1438
"2016-10-29",5,1.5619
"2016-10-29",6,1.5488
"2016-10-30",1,1.242
"2016-10-30",2,1.8492
"2016-10-30",3,1.3187
"2016-10-30",4,1.0988
"2016-10-30",5,1.5253
"2016-10-30",6,1.4953
"2016-11-09",1,1.2092
"2016-11-09",2,1.812
"2016-11-09",3,1.2755
"2016-11-09",4,1.0848
"2016-11-09",5,1.506
"2016-11-09",6,1.5076
"2016-11-15",1,1.2642
"2016-11-15",2,1.9642
"2016-11-15",3,1.2887
"2016-11-15",4,1.1707
"2016-11-15",5,1.6004
"2016-11-15",6,1.5514
"2016-11-20",1,1.2739
"2016-11-20",2,2.0143
"2016-11-20",3,1.3254
"2016-11-20",4,1.2101
"2016-11-20",5,1.5592
"2016-11-20",6,1.5581
"2016-11-22",1,1.2288
"2016-11-22",2,1.9549
"2016-11-22",3,1.2448
"2016-11-22",4,1.1934
"2016-11-22",5,1.5919
"2016-11-22",6,1.4677
"2016-11-30",1,1.2324
"2016-11-30",2,1.9862
"2016-11-30",3,1.3562
"2016-11-30",4,1.3596
"2016-11-30",5,1.6985
"2016-11-30",6,1.6082
"2016-12-06",1,1.2229
"2016-12-06",2,1.9811
"2016-12-06",3,1.3677
"2016-12-06",4,1.4767
"2016-12-06",5,1.7696
"2016-12-06",6,1.6542
"2016-12-14",1,1.1957
"2016-12-14",2,1.9506
"2016-12-14",3,1.3375
"2016-12-14",4,1.5066
"2016-12-14",5,1.8257
"2016-12-14",6,1.6285
"2016-12-15",1,1.3643
"2016-12-15",2,2.0242
"2016-12-15",3,1.4695
"2016-12-15",4,1.5894
"2016-12-15",5,1.9218
"2016-12-15",6,1.7362
"2016-12-18",1,1.3337
"2016-12-18",2,2.0816
"2016-12-18",3,1.4708
"2016-12-18",4,1.6985
"2016-12-18",5,1.8633
"2016-12-18",6,1.8444
"2016-12-19",1,1.3462
"2016-12-19",2,2.0466
"2016-12-19",3,1.4594
"2016-12-19",4,1.6411
"2016-12-19",5,1.882
"2016-12-19",6,1.8443
"2016-12-23",1,1.2881
"2016-12-23",2,2.0571
"2016-12-23",3,1.5201
"2016-12-23",4,1.7039
"2016-12-23",5,1.9299
"2016-12-23",6,1.8503
"2016-12-30",1,1.3381
"2016-12-30",2,2.0099
"2016-12-30",3,1.5383
"2016-12-30",4,1.6253
"2016-12-30",5,1.9957
"2016-12-30",6,1.7997
"2017-01-01",1,1.373
"2017-01-01",2,2.0562
"2017-01-01",3,1.5858
"2017-01-01",4,1.6574
"2017-01-01",5,2.0406
"2017-01-01",6,1.8472
"2017-01-02",1,1.4336
"2017-01-02",2,2.0314
"2017-01-02",3,1.6376
"2017-01-02",4,1.7134
"2017-01-02",5,2.0396
"2017-01-02",6,1.895
"2017-01-03",1,1.5111
"2017-01-03",2,2.1379
"2017-01-03",3,1.7259
"2017-01-03",4,1.8333
"2017-01-03",5,2.1258
"2017-01-03",6,2.0572
"2017-01-05",1,1.5288
"2017-01-05",2,2.082
"2017-01-05",3,1.7153
"2017-01-05",4,1.8189
"2017-01-05",5,2.1352
"2017-01-05",6,1.9852
"2017-01-06",1,1.5795
"2017-01-06",2,2.1032
"2017-01-06",3,1.7743
"2017-01-06",4,1.8715
"2017-01-06",5,2.1371
"2017-01-06",6,2.0395
"2017-01-10",1,1.4649
"2017-01-10",2,2.0781
"2017-01-10",3,1.6577
"2017-01-10",4,1.7135
"2017-01-10",5,2.104
"2017-01-10",6,1.9725
"2017-01-12",1,1.5007
"2017-01-12",2,2.1409
"2017-01-12",3,1.6796
"2017-01-12",4,1.748
"2017-01-12",5,2.1662
"2017-01-12",6,2.0349
"2017-01-19",1,1.552
"2017-01-19",2,2.0745
"2017-01-19",3,1.6508
"2017-01-19",4,1.6819
"2017-01-19",5,2.0838
"2017-01-19",6,2.2454
"2017-01-21",1,1.5163
"2017-01-21",2,2.094
"2017-01-21",3,1.6523
"2017-01-21",4,1.7114
"2017-01-21",5,2.1198
"2017-01-21",6,2.3149
"2017-01-24",1,1.5261
"2017-01-24",2,2.099
"2017-01-24",3,1.6653
"2017-01-24",4,1.6967
